variant_id,model_year,region,body_style,trim_level,drivetrain,wheelbase_mm,curb_mass_kg,drag_coefficient,frontal_area_m2,max_payload_kg,tow_rating_kg,homologation_code,active_aero,certification_market,test_cycle,procedure_standard,gcwr_kg,braked_trailer_rating_kg,unbraked_trailer_rating_kg
OAM-V0864,2024,LATAM,wagon,Executive,4WD,2794,2064,0.256,2.34,546,1315,LATAM-2024-9535,false,LATAM,Market-specific WLTP/EPA derivative,Local type-approval procedure by importing market,4108,1315,750
OAM-V0865,2025,NA,van,Sport,AWD,3417,2854,0.284,3.40,990,2770,NA-2025-9573,true,United States/Canada,EPA FTP-75/HWFET/US06,40 CFR Part 86 and Part 1066,6720,2770,750
OAM-V0866,2026,KR,van,Fleet,AWD,4147,2599,0.360,3.67,888,2957,KR-2026-7223,false,Korea,WLTC-KR,KATRI/WLTC,6549,2957,750
OAM-V0867,2027,GCC,suv,Executive,AWD,3092,2436,0.321,2.80,552,3810,GCC-2027-6515,false,GCC,GSO/SASO fuel economy,GSO/SASO light-duty vehicle fuel economy procedure,6915,3810,750
OAM-V0868,2024,LATAM,wagon,Fleet,4WD,2964,2062,0.218,2.51,606,1362,LATAM-2024-9064,true,LATAM,Market-specific WLTP/EPA derivative,Local type-approval procedure by importing market,4224,1362,750
OAM-V0869,2025,AU,sedan,Performance,FWD,2951,1587,0.204,2.27,496,0,AU-2025-4832,false,Australia,ADR 81/02 WLTP transition,Australian Design Rules fuel consumption procedure,2195,0,0
OAM-V0870,2026,KR,pickup,Executive,RWD,3250,2518,0.350,3.55,721,3431,KR-2026-3644,false,Korea,WLTC-KR,KATRI/WLTC,6895,3431,750
OAM-V0871,2027,JP,suv,Premium,4WD,2905,2599,0.315,2.66,736,3636,JP-2027-1684,true,Japan,WLTC-JP,MLIT TRIAS/WLTC,7143,3636,750
OAM-V0872,2024,JP,suv,Touring,AWD,2985,2608,0.298,2.95,616,3412,JP-2024-2378,true,Japan,WLTC-JP,MLIT TRIAS/WLTC,6846,3412,750
OAM-V0873,2025,GCC,wagon,Base,AWD,2934,2156,0.311,2.46,559,1532,GCC-2025-3074,false,GCC,GSO/SASO fuel economy,GSO/SASO light-duty vehicle fuel economy procedure,4446,1532,750
OAM-V0874,2026,NA,suv,Executive,4WD,3250,2578,0.325,2.91,654,2392,NA-2026-3008,true,United States/Canada,EPA FTP-75/HWFET/US06,40 CFR Part 86 and Part 1066,5774,2392,750
OAM-V0875,2027,JP,crossover,Fleet,4WD,3021,1878,0.301,2.66,549,2732,JP-2027-1095,false,Japan,WLTC-JP,MLIT TRIAS/WLTC,5404,2732,750
OAM-V0876,2024,LATAM,crossover,Touring,RWD,2797,2035,0.301,2.55,607,2007,LATAM-2024-1126,true,LATAM,Market-specific WLTP/EPA derivative,Local type-approval procedure by importing market,4808,2007,750
OAM-V0877,2025,GCC,wagon,Sport,4WD,3052,2140,0.273,2.29,601,2089,GCC-2025-8895,true,GCC,GSO/SASO fuel economy,GSO/SASO light-duty vehicle fuel economy procedure,5023,2089,750
OAM-V0878,2026,NA,sedan,Base,4WD,2744,1766,0.284,2.32,490,0,NA-2026-5535,false,United States/Canada,EPA FTP-75/HWFET/US06,40 CFR Part 86 and Part 1066,2409,0,0
OAM-V0879,2027,JP,wagon,Performance,AWD,2925,1979,0.249,2.29,627,1286,JP-2027-4337,true,Japan,WLTC-JP,MLIT TRIAS/WLTC,4071,1286,750
OAM-V0880,2024,AU,sedan,Touring,AWD,2799,1695,0.245,2.28,550,1173,AU-2024-6654,false,Australia,ADR 81/02 WLTP transition,Australian Design Rules fuel consumption procedure,3653,1173,750
OAM-V0881,2025,EU,liftback,Executive,4WD,2877,1845,0.222,2.36,485,0,EU-2025-2155,true,European Union,WLTP,UNECE R154,2541,0,0
OAM-V0882,2026,GCC,suv,Performance,4WD,2963,2803,0.301,2.86,615,2334,GCC-2026-4071,false,GCC,GSO/SASO fuel economy,GSO/SASO light-duty vehicle fuel economy procedure,5982,2334,750
OAM-V0883,2027,AU,pickup,Performance,4WD,3552,2824,0.386,3.47,870,4043,AU-2027-7665,false,Australia,ADR 81/02 WLTP transition,Australian Design Rules fuel consumption procedure,7854,4043,750
OAM-V0884,2024,NA,van,Touring,RWD,3977,2516,0.327,3.84,1033,2379,NA-2024-4049,true,United States/Canada,EPA FTP-75/HWFET/US06,40 CFR Part 86 and Part 1066,6033,2379,750
OAM-V0885,2025,LATAM,crossover,Premium,4WD,2924,2351,0.322,2.47,695,2207,LATAM-2025-7675,false,LATAM,Market-specific WLTP/EPA derivative,Local type-approval procedure by importing market,5396,2207,750
OAM-V0886,2026,UK,suv,Premium,AWD,3092,2780,0.373,3.02,691,3021,UK-2026-9200,false,United Kingdom,WLTP,UK type approval using WLTP/UNECE R154 basis,6701,3021,750
OAM-V0887,2027,AU,van,Base,FWD,4047,2691,0.371,3.30,945,3023,AU-2027-2756,false,Australia,ADR 81/02 WLTP transition,Australian Design Rules fuel consumption procedure,6860,3023,750
OAM-V0888,2024,GCC,suv,Performance,RWD,2939,2598,0.326,2.91,648,1658,GCC-2024-1304,true,GCC,GSO/SASO fuel economy,GSO/SASO light-duty vehicle fuel economy procedure,5125,1658,750
OAM-V0889,2025,UK,suv,Executive,RWD,3027,2325,0.363,2.83,692,2619,UK-2025-1351,false,United Kingdom,WLTP,UK type approval using WLTP/UNECE R154 basis,5879,2619,750
OAM-V0890,2026,KR,pickup,Sport,RWD,3457,2297,0.392,3.14,887,4072,KR-2026-1726,false,Korea,WLTC-KR,KATRI/WLTC,7449,4072,750
OAM-V0891,2027,JP,sedan,Performance,FWD,2928,1646,0.236,2.22,418,0,JP-2027-8217,true,Japan,WLTC-JP,MLIT TRIAS/WLTC,2244,0,0
OAM-V0892,2024,EU,liftback,Premium,RWD,2740,1704,0.193,2.20,549,6,EU-2024-4781,true,European Union,WLTP,UNECE R154,2483,6,6
OAM-V0893,2025,NA,sedan,Executive,4WD,2848,1799,0.215,2.35,530,975,NA-2025-1709,true,United States/Canada,EPA FTP-75/HWFET/US06,40 CFR Part 86 and Part 1066,3543,975,750
OAM-V0894,2026,JP,liftback,Performance,4WD,2997,1862,0.285,2.28,506,220,JP-2026-4800,false,Japan,WLTC-JP,MLIT TRIAS/WLTC,2807,220,220
OAM-V0895,2027,KR,wagon,Touring,RWD,2861,1663,0.259,2.38,489,1644,KR-2027-1340,false,Korea,WLTC-KR,KATRI/WLTC,4044,1644,750
OAM-V0896,2024,JP,wagon,Touring,FWD,2929,1782,0.267,2.55,476,1614,JP-2024-6844,true,Japan,WLTC-JP,MLIT TRIAS/WLTC,3975,1614,750
OAM-V0897,2025,UK,suv,Executive,RWD,2889,2628,0.305,2.91,689,1877,UK-2025-4663,true,United Kingdom,WLTP,UK type approval using WLTP/UNECE R154 basis,5432,1877,750
OAM-V0898,2026,EU,pickup,Base,AWD,3347,2442,0.380,3.05,1064,6006,EU-2026-8679,false,European Union,WLTP,UNECE R154,9644,6006,750
OAM-V0899,2027,UK,liftback,Touring,4WD,2732,2061,0.231,2.39,525,133,UK-2027-5655,false,United Kingdom,WLTP,UK type approval using WLTP/UNECE R154 basis,2848,133,133
OAM-V0900,2024,JP,sedan,Fleet,FWD,2915,1585,0.272,2.34,515,503,JP-2024-3059,true,Japan,WLTC-JP,MLIT TRIAS/WLTC,2816,503,503
OAM-V0901,2025,AU,crossover,Executive,FWD,2794,1962,0.323,2.72,504,2246,AU-2025-9078,false,Australia,ADR 81/02 WLTP transition,Australian Design Rules fuel consumption procedure,4894,2246,750
OAM-V0902,2026,GCC,sedan,Touring,FWD,2919,1784,0.225,2.35,425,742,GCC-2026-8927,false,GCC,GSO/SASO fuel economy,GSO/SASO light-duty vehicle fuel economy procedure,3070,742,742
OAM-V0903,2027,LATAM,van,Executive,4WD,3420,3186,0.385,3.70,1514,2525,LATAM-2027-5350,false,LATAM,Market-specific WLTP/EPA derivative,Local type-approval procedure by importing market,7340,2525,750
OAM-V0904,2024,UK,liftback,Performance,FWD,2711,1962,0.211,2.16,462,1399,UK-2024-8843,false,United Kingdom,WLTP,UK type approval using WLTP/UNECE R154 basis,4046,1399,750
OAM-V0905,2025,UK,pickup,Sport,4WD,3551,3146,0.372,3.16,1113,3417,UK-2025-8212,false,United Kingdom,WLTP,UK type approval using WLTP/UNECE R154 basis,7814,3417,750
OAM-V0906,2026,UK,liftback,Executive,RWD,2829,1955,0.250,2.23,536,1674,UK-2026-4266,false,United Kingdom,WLTP,UK type approval using WLTP/UNECE R154 basis,4375,1674,750
OAM-V0907,2027,KR,wagon,Sport,AWD,2875,1707,0.294,2.45,521,2109,KR-2027-3402,false,Korea,WLTC-KR,KATRI/WLTC,4508,2109,750
OAM-V0908,2024,EU,sedan,Base,4WD,2839,1988,0.228,2.34,541,1202,EU-2024-4385,false,European Union,WLTP,UNECE R154,3953,1202,750
OAM-V0909,2025,AU,pickup,Base,RWD,3575,3267,0.374,3.53,1130,5123,AU-2025-4951,false,Australia,ADR 81/02 WLTP transition,Australian Design Rules fuel consumption procedure,9756,5123,750
OAM-V0910,2026,GCC,wagon,Touring,RWD,2956,1574,0.291,2.42,530,1922,GCC-2026-3694,false,GCC,GSO/SASO fuel economy,GSO/SASO light-duty vehicle fuel economy procedure,4143,1922,750
OAM-V0911,2027,JP,pickup,Sport,RWD,3671,2372,0.389,3.45,921,4876,JP-2027-6418,false,Japan,WLTC-JP,MLIT TRIAS/WLTC,8276,4876,750
OAM-V0912,2024,UK,sedan,Performance,4WD,2747,2143,0.229,2.34,467,1051,UK-2024-8392,false,United Kingdom,WLTP,UK type approval using WLTP/UNECE R154 basis,3806,1051,750
OAM-V0913,2025,GCC,liftback,Base,RWD,2813,1712,0.232,2.27,563,1118,GCC-2025-7476,false,GCC,GSO/SASO fuel economy,GSO/SASO light-duty vehicle fuel economy procedure,3519,1118,750
OAM-V0914,2026,EU,crossover,Premium,RWD,3080,2272,0.326,2.82,669,1203,EU-2026-8907,true,European Union,WLTP,UNECE R154,4337,1203,750
OAM-V0915,2027,LATAM,crossover,Executive,RWD,2936,2261,0.309,2.58,567,2202,LATAM-2027-4749,false,LATAM,Market-specific WLTP/EPA derivative,Local type-approval procedure by importing market,5139,2202,750
OAM-V0916,2024,GCC,wagon,Executive,RWD,3014,2029,0.311,2.42,611,1460,GCC-2024-4222,false,GCC,GSO/SASO fuel economy,GSO/SASO light-duty vehicle fuel economy procedure,4326,1460,750
OAM-V0917,2025,EU,van,Touring,AWD,3435,3336,0.350,4.01,1300,2016,EU-2025-1020,true,European Union,WLTP,UNECE R154,6858,2016,750
OAM-V0918,2026,NA,van,Base,FWD,4205,3179,0.368,3.74,1326,2251,NA-2026-2981,false,United States/Canada,EPA FTP-75/HWFET/US06,40 CFR Part 86 and Part 1066,6966,2251,750
OAM-V0919,2027,NA,van,Base,4WD,3800,2442,0.349,3.52,1530,3787,NA-2027-1100,false,United States/Canada,EPA FTP-75/HWFET/US06,40 CFR Part 86 and Part 1066,7968,3787,750
OAM-V0920,2024,NA,suv,Fleet,FWD,3039,2408,0.297,2.98,599,2693,NA-2024-8405,true,United States/Canada,EPA FTP-75/HWFET/US06,40 CFR Part 86 and Part 1066,5893,2693,750
OAM-V0921,2025,JP,crossover,Sport,RWD,3085,2216,0.257,2.81,558,1518,JP-2025-4263,true,Japan,WLTC-JP,MLIT TRIAS/WLTC,4397,1518,750
OAM-V0922,2026,UK,suv,Executive,AWD,3192,2795,0.350,2.69,794,3417,UK-2026-1805,true,United Kingdom,WLTP,UK type approval using WLTP/UNECE R154 basis,7231,3417,750
OAM-V0923,2027,NA,suv,Performance,AWD,3019,2734,0.312,3.08,748,2577,NA-2027-6385,false,United States/Canada,EPA FTP-75/HWFET/US06,40 CFR Part 86 and Part 1066,6175,2577,750
OAM-V0924,2024,JP,wagon,Base,AWD,3088,1820,0.284,2.47,474,1891,JP-2024-1685,true,Japan,WLTC-JP,MLIT TRIAS/WLTC,4319,1891,750
OAM-V0925,2025,JP,suv,Base,RWD,2933,2236,0.329,2.82,723,2550,JP-2025-6574,true,Japan,WLTC-JP,MLIT TRIAS/WLTC,5674,2550,750
OAM-V0926,2026,EU,sedan,Touring,RWD,2783,1907,0.266,2.36,436,652,EU-2026-9033,false,European Union,WLTP,UNECE R154,3228,652,652
OAM-V0927,2027,LATAM,suv,Executive,RWD,3127,2772,0.320,3.09,552,3274,LATAM-2027-3627,true,LATAM,Market-specific WLTP/EPA derivative,Local type-approval procedure by importing market,6757,3274,750
OAM-V0928,2024,EU,sedan,Executive,FWD,2911,1886,0.240,2.16,540,0,EU-2024-6251,false,European Union,WLTP,UNECE R154,2593,0,0
OAM-V0929,2025,AU,pickup,Executive,4WD,3213,2895,0.349,3.39,1148,3674,AU-2025-2961,true,Australia,ADR 81/02 WLTP transition,Australian Design Rules fuel consumption procedure,7888,3674,750
OAM-V0930,2026,UK,pickup,Base,RWD,3405,2760,0.403,3.06,701,5318,UK-2026-7935,true,United Kingdom,WLTP,UK type approval using WLTP/UNECE R154 basis,8934,5318,750
OAM-V0931,2027,AU,sedan,Fleet,RWD,2763,1490,0.268,2.21,415,1407,AU-2027-2994,false,Australia,ADR 81/02 WLTP transition,Australian Design Rules fuel consumption procedure,3545,1407,750
OAM-V0932,2024,LATAM,liftback,Executive,RWD,2941,1710,0.303,2.21,447,1017,LATAM-2024-4749,false,LATAM,Market-specific WLTP/EPA derivative,Local type-approval procedure by importing market,3371,1017,750
OAM-V0933,2025,EU,wagon,Performance,FWD,2857,1712,0.262,2.28,486,1006,EU-2025-3867,true,European Union,WLTP,UNECE R154,3372,1006,750
OAM-V0934,2026,KR,suv,Base,RWD,2962,2576,0.340,2.95,641,2228,KR-2026-8669,true,Korea,WLTC-KR,KATRI/WLTC,5690,2228,750
OAM-V0935,2027,UK,wagon,Touring,FWD,2998,1572,0.231,2.53,568,1588,UK-2027-4646,true,United Kingdom,WLTP,UK type approval using WLTP/UNECE R154 basis,3870,1588,750
OAM-V0936,2024,AU,sedan,Touring,AWD,2806,1937,0.223,2.25,418,905,AU-2024-2936,true,Australia,ADR 81/02 WLTP transition,Australian Design Rules fuel consumption procedure,3434,905,750
OAM-V0937,2025,EU,wagon,Base,FWD,2935,1960,0.298,2.52,493,1629,EU-2025-3806,true,European Union,WLTP,UNECE R154,4251,1629,750
OAM-V0938,2026,LATAM,liftback,Premium,AWD,2863,1600,0.252,2.43,546,766,LATAM-2026-8624,false,LATAM,Market-specific WLTP/EPA derivative,Local type-approval procedure by importing market,3035,766,750
OAM-V0939,2027,EU,crossover,Premium,FWD,3034,1946,0.294,2.70,453,2200,EU-2027-8984,false,European Union,WLTP,UNECE R154,4811,2200,750
OAM-V0940,2024,EU,liftback,Touring,4WD,2904,1788,0.262,2.27,554,0,EU-2024-6853,false,European Union,WLTP,UNECE R154,2506,0,0
OAM-V0941,2025,NA,sedan,Performance,RWD,2763,1877,0.256,2.17,400,0,NA-2025-7117,false,United States/Canada,EPA FTP-75/HWFET/US06,40 CFR Part 86 and Part 1066,2460,0,0
OAM-V0942,2026,LATAM,sedan,Sport,AWD,2955,2043,0.240,2.39,478,0,LATAM-2026-7345,false,LATAM,Market-specific WLTP/EPA derivative,Local type-approval procedure by importing market,2674,0,0
OAM-V0943,2027,JP,sedan,Base,FWD,2702,1591,0.210,2.21,483,204,JP-2027-7342,true,Japan,WLTC-JP,MLIT TRIAS/WLTC,2395,204,204
OAM-V0944,2024,LATAM,van,Fleet,RWD,4233,2797,0.367,3.40,981,1981,LATAM-2024-5097,false,LATAM,Market-specific WLTP/EPA derivative,Local type-approval procedure by importing market,5869,1981,750
OAM-V0945,2025,EU,pickup,Sport,AWD,3298,3346,0.365,3.63,771,4716,EU-2025-5507,true,European Union,WLTP,UNECE R154,8960,4716,750
OAM-V0946,2026,KR,suv,Base,4WD,2898,2432,0.349,3.04,574,3111,KR-2026-1543,false,Korea,WLTC-KR,KATRI/WLTC,6365,3111,750
OAM-V0947,2027,UK,pickup,Touring,4WD,3688,2600,0.419,3.60,1169,2779,UK-2027-2245,false,United Kingdom,WLTP,UK type approval using WLTP/UNECE R154 basis,6758,2779,750
OAM-V0948,2024,JP,suv,Base,RWD,2980,2627,0.361,2.81,699,2923,JP-2024-8192,false,Japan,WLTC-JP,MLIT TRIAS/WLTC,6405,2923,750
OAM-V0949,2025,UK,van,Performance,4WD,3819,2776,0.373,3.53,1247,2322,UK-2025-3039,false,United Kingdom,WLTP,UK type approval using WLTP/UNECE R154 basis,6478,2322,750
OAM-V0950,2026,EU,suv,Base,4WD,3033,2503,0.328,2.71,618,2600,EU-2026-9004,true,European Union,WLTP,UNECE R154,5933,2600,750
OAM-V0951,2027,GCC,van,Sport,RWD,3496,2545,0.367,3.84,842,3005,GCC-2027-4027,true,GCC,GSO/SASO fuel economy,GSO/SASO light-duty vehicle fuel economy procedure,6640,3005,750
OAM-V0952,2024,NA,liftback,Premium,FWD,2716,1541,0.223,2.36,577,273,NA-2024-7651,true,United States/Canada,EPA FTP-75/HWFET/US06,40 CFR Part 86 and Part 1066,2624,273,273
OAM-V0953,2025,JP,suv,Premium,4WD,2990,2347,0.312,2.89,764,3361,JP-2025-1894,true,Japan,WLTC-JP,MLIT TRIAS/WLTC,6699,3361,750
OAM-V0954,2026,KR,sedan,Base,RWD,2959,1652,0.247,2.27,450,687,KR-2026-1295,true,Korea,WLTC-KR,KATRI/WLTC,2925,687,687
OAM-V0955,2027,AU,suv,Touring,FWD,3150,1955,0.343,2.78,685,3413,AU-2027-1006,true,Australia,ADR 81/02 WLTP transition,Australian Design Rules fuel consumption procedure,6169,3413,750
OAM-V0956,2024,AU,liftback,Premium,AWD,2878,1835,0.285,2.39,462,1136,AU-2024-2125,false,Australia,ADR 81/02 WLTP transition,Australian Design Rules fuel consumption procedure,3590,1136,750
OAM-V0957,2025,AU,liftback,Sport,AWD,2871,1763,0.287,2.32,544,0,AU-2025-8707,false,Australia,ADR 81/02 WLTP transition,Australian Design Rules fuel consumption procedure,2485,0,0
OAM-V0958,2026,EU,van,Performance,FWD,3335,3198,0.331,3.32,1454,2556,EU-2026-3453,true,European Union,WLTP,UNECE R154,7333,2556,750
OAM-V0959,2027,LATAM,wagon,Fleet,AWD,2926,2141,0.275,2.46,499,1299,LATAM-2027-8342,true,LATAM,Market-specific WLTP/EPA derivative,Local type-approval procedure by importing market,4050,1299,750
OAM-V0960,2024,JP,wagon,Fleet,4WD,2837,1979,0.226,2.48,486,1777,JP-2024-4810,true,Japan,WLTC-JP,MLIT TRIAS/WLTC,4426,1777,750
OAM-V0961,2025,AU,crossover,Base,FWD,3002,1735,0.294,2.79,647,2172,AU-2025-4189,false,Australia,ADR 81/02 WLTP transition,Australian Design Rules fuel consumption procedure,4681,2172,750
OAM-V0962,2026,UK,suv,Sport,4WD,3172,2354,0.302,2.85,654,3408,UK-2026-1088,true,United Kingdom,WLTP,UK type approval using WLTP/UNECE R154 basis,6518,3408,750
OAM-V0963,2027,AU,sedan,Sport,RWD,2843,1746,0.234,2.20,538,281,AU-2027-3031,true,Australia,ADR 81/02 WLTP transition,Australian Design Rules fuel consumption procedure,2750,281,281
OAM-V0964,2024,LATAM,liftback,Performance,RWD,2782,1765,0.266,2.15,573,1422,LATAM-2024-3077,true,LATAM,Market-specific WLTP/EPA derivative,Local type-approval procedure by importing market,3918,1422,750
OAM-V0965,2025,JP,sedan,Fleet,4WD,2718,1916,0.249,2.30,553,0,JP-2025-8903,true,Japan,WLTC-JP,MLIT TRIAS/WLTC,2589,0,0
OAM-V0966,2026,GCC,sedan,Touring,RWD,2721,1488,0.247,2.30,401,569,GCC-2026-3713,false,GCC,GSO/SASO fuel economy,GSO/SASO light-duty vehicle fuel economy procedure,2571,569,569
OAM-V0967,2027,JP,crossover,Premium,FWD,2977,1949,0.284,2.71,675,2190,JP-2027-9155,false,Japan,WLTC-JP,MLIT TRIAS/WLTC,4969,2190,750
OAM-V0968,2024,LATAM,liftback,Premium,4WD,2723,2145,0.277,2.31,538,240,LATAM-2024-6220,false,LATAM,Market-specific WLTP/EPA derivative,Local type-approval procedure by importing market,3072,240,240
OAM-V0969,2025,LATAM,pickup,Performance,AWD,3663,2783,0.404,3.45,749,3791,LATAM-2025-1533,false,LATAM,Market-specific WLTP/EPA derivative,Local type-approval procedure by importing market,7570,3791,750
OAM-V0970,2026,NA,van,Performance,AWD,3742,3065,0.333,3.35,1019,2544,NA-2026-6283,false,United States/Canada,EPA FTP-75/HWFET/US06,40 CFR Part 86 and Part 1066,6768,2544,750
OAM-V0971,2027,KR,suv,Touring,4WD,3221,2040,0.371,3.10,728,3353,KR-2027-2684,false,Korea,WLTC-KR,KATRI/WLTC,6337,3353,750
OAM-V0972,2024,LATAM,wagon,Performance,4WD,2785,2233,0.263,2.26,487,1334,LATAM-2024-9016,false,LATAM,Market-specific WLTP/EPA derivative,Local type-approval procedure by importing market,4287,1334,750
OAM-V0973,2025,JP,crossover,Executive,RWD,3105,2154,0.326,2.46,678,1741,JP-2025-8781,false,Japan,WLTC-JP,MLIT TRIAS/WLTC,4734,1741,750
OAM-V0974,2026,GCC,suv,Fleet,4WD,3115,2159,0.368,2.88,747,2263,GCC-2026-3620,false,GCC,GSO/SASO fuel economy,GSO/SASO light-duty vehicle fuel economy procedure,5385,2263,750
OAM-V0975,2027,AU,liftback,Premium,RWD,3005,1605,0.237,2.19,559,481,AU-2027-5107,false,Australia,ADR 81/02 WLTP transition,Australian Design Rules fuel consumption procedure,2815,481,481
OAM-V0976,2024,UK,liftback,Performance,4WD,2982,1731,0.260,2.20,555,1199,UK-2024-3934,false,United Kingdom,WLTP,UK type approval using WLTP/UNECE R154 basis,3646,1199,750
OAM-V0977,2025,JP,wagon,Sport,4WD,3069,1888,0.287,2.27,516,1779,JP-2025-2379,false,Japan,WLTC-JP,MLIT TRIAS/WLTC,4333,1779,750
OAM-V0978,2026,NA,crossover,Fleet,4WD,3127,1880,0.302,2.54,618,2342,NA-2026-1686,true,United States/Canada,EPA FTP-75/HWFET/US06,40 CFR Part 86 and Part 1066,5090,2342,750
OAM-V0979,2027,JP,liftback,Touring,FWD,2830,1757,0.300,2.36,527,661,JP-2027-1423,false,Japan,WLTC-JP,MLIT TRIAS/WLTC,3156,661,661
OAM-V0980,2024,GCC,wagon,Sport,4WD,2995,1744,0.288,2.45,515,1365,GCC-2024-2623,true,GCC,GSO/SASO fuel economy,GSO/SASO light-duty vehicle fuel economy procedure,3844,1365,750
OAM-V0981,2025,UK,crossover,Sport,AWD,2817,2076,0.319,2.72,600,1461,UK-2025-3668,false,United Kingdom,WLTP,UK type approval using WLTP/UNECE R154 basis,4252,1461,750
OAM-V0982,2026,GCC,van,Touring,FWD,3792,2435,0.367,4.09,1380,2282,GCC-2026-3265,false,GCC,GSO/SASO fuel economy,GSO/SASO light-duty vehicle fuel economy procedure,6332,2282,750
OAM-V0983,2027,JP,liftback,Fleet,4WD,2770,1872,0.284,2.17,546,1100,JP-2027-1513,false,Japan,WLTC-JP,MLIT TRIAS/WLTC,3627,1100,750
OAM-V0984,2024,UK,wagon,Fleet,FWD,2994,1810,0.212,2.39,453,1475,UK-2024-7129,true,United Kingdom,WLTP,UK type approval using WLTP/UNECE R154 basis,3944,1475,750
OAM-V0985,2025,LATAM,sedan,Fleet,4WD,2750,1738,0.213,2.31,550,200,LATAM-2025-1575,true,LATAM,Market-specific WLTP/EPA derivative,Local type-approval procedure by importing market,2589,200,200
OAM-V0986,2026,AU,suv,Touring,FWD,3085,2223,0.259,3.08,643,2082,AU-2026-2123,true,Australia,ADR 81/02 WLTP transition,Australian Design Rules fuel consumption procedure,5099,2082,750
OAM-V0987,2027,GCC,van,Touring,4WD,3589,2960,0.382,3.41,1275,2172,GCC-2027-7683,false,GCC,GSO/SASO fuel economy,GSO/SASO light-duty vehicle fuel economy procedure,6588,2172,750
OAM-V0988,2024,NA,liftback,Base,RWD,2846,1998,0.193,2.39,472,0,NA-2024-5435,true,United States/Canada,EPA FTP-75/HWFET/US06,40 CFR Part 86 and Part 1066,2637,0,0
OAM-V0989,2025,AU,suv,Touring,FWD,2902,2690,0.271,2.94,715,2793,AU-2025-4645,true,Australia,ADR 81/02 WLTP transition,Australian Design Rules fuel consumption procedure,6375,2793,750
OAM-V0990,2026,AU,liftback,Executive,4WD,3012,1866,0.228,2.22,426,0,AU-2026-4444,false,Australia,ADR 81/02 WLTP transition,Australian Design Rules fuel consumption procedure,2397,0,0
OAM-V0991,2027,LATAM,pickup,Executive,RWD,3362,2517,0.373,3.38,942,3971,LATAM-2027-3075,true,LATAM,Market-specific WLTP/EPA derivative,Local type-approval procedure by importing market,7617,3971,750
OAM-V0992,2024,JP,pickup,Executive,RWD,3632,3203,0.353,3.12,756,3022,JP-2024-2248,false,Japan,WLTC-JP,MLIT TRIAS/WLTC,7208,3022,750
OAM-V0993,2025,NA,pickup,Premium,4WD,3572,3459,0.372,3.48,745,3739,NA-2025-3704,false,United States/Canada,EPA FTP-75/HWFET/US06,40 CFR Part 86 and Part 1066,8090,3739,750
OAM-V0994,2026,LATAM,liftback,Fleet,4WD,2743,1976,0.301,2.40,573,1216,LATAM-2026-2498,false,LATAM,Market-specific WLTP/EPA derivative,Local type-approval procedure by importing market,3963,1216,750
OAM-V0995,2027,NA,van,Touring,AWD,3683,3140,0.348,3.41,1346,2150,NA-2027-4725,false,United States/Canada,EPA FTP-75/HWFET/US06,40 CFR Part 86 and Part 1066,6808,2150,750
OAM-V0996,2024,LATAM,wagon,Premium,FWD,3098,1902,0.219,2.41,640,1497,LATAM-2024-2435,true,LATAM,Market-specific WLTP/EPA derivative,Local type-approval procedure by importing market,4149,1497,750
OAM-V0997,2025,UK,wagon,Sport,RWD,2874,1691,0.286,2.42,511,1673,UK-2025-4286,false,United Kingdom,WLTP,UK type approval using WLTP/UNECE R154 basis,4033,1673,750
OAM-V0998,2026,AU,sedan,Executive,FWD,2915,1937,0.275,2.17,536,1375,AU-2026-5851,true,Australia,ADR 81/02 WLTP transition,Australian Design Rules fuel consumption procedure,4019,1375,750
OAM-V0999,2027,LATAM,van,Performance,RWD,3865,3361,0.300,3.79,1134,2275,LATAM-2027-4312,false,LATAM,Market-specific WLTP/EPA derivative,Local type-approval procedure by importing market,6924,2275,750
OAM-V1000,2024,KR,crossover,Fleet,4WD,3138,1932,0.302,2.65,578,1923,KR-2024-2346,true,Korea,WLTC-KR,KATRI/WLTC,4665,1923,750
