calibration_id,platform_code,engine_family,displacement_l,cylinders,boost_pressure_kpa,peak_power_kw,peak_torque_nm,final_drive_ratio,fuel_map_revision,wltp_co2_g_per_km,thermal_limit_deg_c,ecu_checksum,production_release_date,propulsion_type,emissions_certification_basis,obd_standard
CAL-00001,PX55,V35H,3.5,6,128.2,248.8,754.1,3.406,FM-8.2,142,113.1,A0E9D6,2026-01-01,HEV,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00628,PX63,V35H,3.5,6,117.5,289.7,732.1,3.654,FM-12.3,115,110.6,9E5917,2026-05-18,HEV,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00629,PX60,V35H,3.5,6,79.9,328.1,610.1,3.484,FM-9.2,162,115.7,02F7A2,2025-01-28,HEV,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00630,PX52,B18T,1.8,4,109.7,172.6,242.9,3.269,FM-8.6,167,107.8,0840E5,2026-06-26,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00631,PX82,V50D,5.0,8,240.0,383.4,743.1,3.668,FM-10.6,250,121.5,2DDD3A,2025-10-08,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00632,PX55,B18T,1.8,4,119.5,144.3,232.3,3.240,FM-5.5,128,112.6,6829D9,2026-05-06,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00633,PX64,V35H,3.5,6,94.0,350.7,661.3,3.771,FM-6.6,69,108.9,E4B758,2024-10-20,HEV,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00634,PX32,V30T,3.0,6,139.9,258.5,437.9,3.094,FM-8.3,203,111.2,45721B,2024-02-19,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00635,PX63,V50D,5.0,8,173.7,351.5,749.0,4.070,FM-5.3,274,120.8,16637F,2026-01-29,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00636,PX91,V30T,3.0,6,126.1,291.7,605.0,3.492,FM-7.7,246,112.8,99C21B,2025-03-04,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00637,PX41,B20T,2.0,4,197.6,158.9,421.8,3.587,FM-6.4,145,114.1,C5444F,2025-09-05,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00638,PX75,V35H,3.5,6,118.5,327.8,598.4,3.554,FM-4.0,124,110.2,990EA5,2024-07-03,HEV,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00639,PX48,V35H,3.5,6,91.8,341.0,669.3,3.776,FM-9.8,154,118.1,BCFAA7,2026-04-22,HEV,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00640,PX92,V30T,3.0,6,209.0,348.0,586.0,3.285,FM-9.8,228,117.7,89C42F,2024-09-01,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00641,PX62,B20T,2.0,4,153.4,211.4,427.4,3.605,FM-7.6,197,112.9,B29809,2025-05-09,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00642,PX57,V30T,3.0,6,155.9,335.0,485.2,3.304,FM-10.0,259,115.8,77DA6B,2025-02-13,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00643,PX28,B18T,1.8,4,162.2,165.6,267.6,3.458,FM-4.1,176,110.6,B187B3,2025-09-23,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00644,PX33,B18T,1.8,4,171.2,172.4,285.9,4.028,FM-9.8,127,107.8,E83B3E,2024-03-14,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00645,PX52,V30T,3.0,6,220.3,296.2,564.4,3.166,FM-3.6,223,111.7,0350E7,2025-10-16,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00646,PX20,V50D,5.0,8,172.4,338.9,743.7,4.021,FM-12.0,201,113.4,D9E354,2024-03-27,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00647,PX64,B20T,2.0,4,124.5,215.5,404.1,3.459,FM-4.0,187,112.7,DA7F86,2024-02-12,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00648,PX29,V30T,3.0,6,133.6,231.6,479.9,3.615,FM-12.1,237,119.3,F80484,2025-05-13,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00649,PX73,V50D,5.0,8,243.0,379.7,821.0,3.858,FM-12.8,262,117.4,54F3E9,2025-10-09,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00650,PX56,V30T,3.0,6,224.0,235.0,551.2,3.308,FM-12.2,206,111.7,B62233,2024-06-28,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00651,PX40,B20T,2.0,4,171.8,194.9,336.3,3.288,FM-13.5,147,110.5,E8454B,2026-05-01,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00652,PX95,V50D,5.0,8,202.2,367.7,941.6,3.529,FM-13.3,279,119.9,AC9C53,2026-03-28,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00653,PX56,B20T,2.0,4,141.1,214.5,290.9,3.534,FM-13.3,193,114.0,B91B4E,2026-04-04,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00654,PX60,V30T,3.0,6,149.2,256.1,600.8,3.662,FM-9.2,206,121.2,5D65DD,2026-02-12,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00655,PX67,V30T,3.0,6,110.9,320.2,614.0,2.863,FM-4.8,256,118.8,C691AB,2026-02-27,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00656,PX26,B18T,1.8,4,184.2,129.3,296.5,3.483,FM-7.7,167,106.7,D864A3,2024-06-21,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00657,PX66,B20T,2.0,4,135.7,221.6,389.8,3.275,FM-13.3,167,114.7,F62FBC,2025-02-19,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00658,PX90,B20T,2.0,4,192.2,178.3,295.5,3.503,FM-7.3,140,106.8,395B9A,2026-02-08,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00659,PX53,B20T,2.0,4,135.9,225.1,363.1,3.568,FM-10.3,145,112.7,BFAE9B,2026-03-21,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00660,PX73,B20T,2.0,4,140.1,206.8,366.2,3.421,FM-12.6,193,114.2,2A508D,2026-07-05,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00661,PX23,V35H,3.5,6,109.1,235.9,712.1,3.904,FM-10.7,135,108.6,558C31,2026-01-15,HEV,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00662,PX93,B20T,2.0,4,123.1,156.1,369.8,3.483,FM-6.3,163,108.2,7B9EAC,2025-11-17,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00663,PX88,V50D,5.0,8,184.8,387.8,719.4,3.915,FM-6.4,192,118.7,3A0C5C,2025-04-25,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00664,PX48,V30T,3.0,6,224.3,295.6,539.3,3.263,FM-9.3,252,114.5,78B07D,2024-11-11,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00665,PX93,V35H,3.5,6,146.2,380.8,580.6,3.141,FM-10.5,139,114.5,363720,2024-05-01,HEV,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00666,PX78,V35H,3.5,6,152.5,334.9,716.4,3.131,FM-10.3,99,114.2,781097,2025-09-14,HEV,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00667,PX39,V35H,3.5,6,104.8,352.6,712.5,3.918,FM-6.1,151,116.0,C5403C,2024-09-30,HEV,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00668,PX64,B18T,1.8,4,105.3,130.0,291.1,3.990,FM-10.1,140,113.6,5E4B90,2024-12-14,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00669,PX37,V50D,5.0,8,254.0,418.7,681.5,3.521,FM-8.8,267,112.9,178793,2026-06-04,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00670,PX45,V30T,3.0,6,226.4,269.9,515.9,3.543,FM-10.7,177,113.0,E37184,2026-07-03,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00671,PX75,V30T,3.0,6,146.5,244.7,458.1,3.634,FM-9.3,222,114.4,20FDDC,2024-02-24,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00672,PX92,V35H,3.5,6,110.3,354.0,736.7,3.918,FM-9.7,104,117.3,93FB4F,2025-11-09,HEV,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00673,PX92,V50D,5.0,8,248.1,384.6,697.5,4.204,FM-9.2,215,116.5,48EA0A,2024-01-22,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00674,PX91,V35H,3.5,6,150.8,374.6,671.3,3.249,FM-4.0,94,119.5,7C57D7,2026-02-18,HEV,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00675,PX31,B20T,2.0,4,108.1,160.4,349.3,3.110,FM-8.2,149,113.5,EC39C7,2025-11-12,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00676,PX59,V50D,5.0,8,144.4,262.5,705.2,3.590,FM-10.7,192,119.4,2421BC,2026-01-21,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00677,PX23,V30T,3.0,6,188.6,233.4,631.2,2.860,FM-13.2,211,110.0,2437F7,2024-10-06,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00678,PX87,B18T,1.8,4,111.5,166.1,284.4,3.463,FM-9.3,121,106.5,1A596C,2024-05-21,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00679,PX76,B18T,1.8,4,145.2,138.3,258.8,4.071,FM-13.2,172,108.0,2836B3,2025-05-19,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00680,PX88,V50D,5.0,8,181.8,411.2,842.5,3.836,FM-6.5,279,119.8,AF063F,2025-10-16,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00681,PX90,B18T,1.8,4,126.4,142.5,296.1,3.423,FM-6.1,163,112.1,92159D,2026-04-09,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00682,PX35,V30T,3.0,6,112.0,336.8,454.7,3.026,FM-3.6,222,112.4,1D8698,2024-02-22,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00683,PX82,B18T,1.8,4,101.1,122.5,247.4,3.521,FM-8.4,161,112.9,8D0116,2024-06-05,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00684,PX35,V50D,5.0,8,174.2,386.7,712.2,3.677,FM-5.6,223,121.8,A1501C,2025-09-20,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00685,PX80,B18T,1.8,4,98.8,131.7,238.6,3.916,FM-13.4,152,111.0,0D091A,2025-11-09,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00686,PX95,V30T,3.0,6,186.4,342.7,504.3,3.100,FM-5.5,216,119.0,C77D76,2024-04-26,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00687,PX36,V50D,5.0,8,180.5,391.3,665.8,3.443,FM-10.3,252,115.5,11D7D1,2024-10-12,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00688,PX88,V50D,5.0,8,180.2,424.7,652.3,4.015,FM-3.5,192,121.5,C97871,2026-01-30,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00689,PX70,B20T,2.0,4,167.1,205.6,319.7,3.072,FM-4.8,182,109.4,E28677,2024-01-16,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00690,PX94,B20T,2.0,4,144.2,184.8,295.2,3.723,FM-11.6,173,106.5,76EE86,2025-04-16,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00691,PX58,B18T,1.8,4,183.9,116.3,268.3,3.981,FM-4.8,171,112.1,529E81,2024-02-26,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00692,PX76,V30T,3.0,6,205.4,352.7,430.6,3.439,FM-9.3,214,119.2,DB88ED,2025-06-20,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00693,PX42,V35H,3.5,6,146.9,263.8,513.5,3.024,FM-4.7,64,118.7,2E47D3,2025-06-27,HEV,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00694,PX48,V50D,5.0,8,244.2,352.1,761.1,3.728,FM-9.8,285,124.3,5A45BF,2025-01-05,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00695,PX62,V35H,3.5,6,81.5,340.7,501.7,3.563,FM-12.0,59,120.9,278009,2026-05-02,HEV,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00696,PX75,V35H,3.5,6,97.7,239.2,530.9,3.201,FM-11.0,101,113.1,C1580C,2024-02-14,HEV,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00697,PX45,B18T,1.8,4,154.0,169.1,280.8,3.411,FM-11.6,137,113.1,287B6F,2025-02-03,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00698,PX52,B20T,2.0,4,191.3,206.4,408.8,3.196,FM-8.3,192,114.6,5D1190,2024-08-19,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00699,PX83,B18T,1.8,4,181.7,162.2,325.2,3.473,FM-5.6,126,106.0,F3D736,2024-11-19,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00700,PX75,B18T,1.8,4,174.5,156.7,281.6,3.892,FM-5.8,126,110.7,4D1EE2,2025-01-25,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00701,PX96,B18T,1.8,4,176.1,174.8,278.2,4.085,FM-12.0,175,113.3,8FDF4A,2024-01-02,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00702,PX55,V30T,3.0,6,201.3,238.9,485.7,2.941,FM-6.8,235,117.3,4B23B0,2024-01-10,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00703,PX27,V35H,3.5,6,91.6,246.1,635.2,3.213,FM-7.7,106,116.5,BE3A4B,2025-12-21,HEV,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00704,PX55,V50D,5.0,8,217.2,295.2,915.8,4.084,FM-8.7,280,120.4,406C04,2024-05-18,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00705,PX26,B18T,1.8,4,95.6,134.1,248.9,4.104,FM-6.7,157,108.1,4C53C2,2024-10-27,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00706,PX82,B20T,2.0,4,201.4,171.8,294.3,3.705,FM-10.1,143,106.6,724D3E,2026-06-22,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00707,PX91,V35H,3.5,6,88.8,235.8,740.0,3.315,FM-6.3,163,114.7,EF2E70,2024-07-18,HEV,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00708,PX79,V30T,3.0,6,123.9,244.6,497.2,2.958,FM-13.5,212,117.7,C8D333,2024-07-20,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00709,PX70,B20T,2.0,4,140.2,208.5,375.2,3.304,FM-9.4,156,111.7,72091B,2025-01-22,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00710,PX40,V30T,3.0,6,221.1,263.4,536.1,3.773,FM-10.5,180,110.0,409167,2024-08-25,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00711,PX35,V35H,3.5,6,137.9,380.3,675.4,3.781,FM-13.0,52,115.5,9F005D,2025-08-14,HEV,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00712,PX23,V50D,5.0,8,152.4,361.1,716.2,3.708,FM-4.7,230,119.1,D12794,2024-03-20,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00713,PX94,V30T,3.0,6,126.6,271.2,528.5,3.848,FM-3.3,197,112.8,DE2C11,2024-02-08,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00714,PX68,V30T,3.0,6,200.6,317.7,544.4,3.382,FM-13.2,218,117.5,99C0A9,2024-11-22,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00715,PX21,B18T,1.8,4,184.9,146.2,329.4,3.364,FM-11.2,144,105.5,11AD18,2026-04-29,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00716,PX75,V35H,3.5,6,102.8,259.3,559.7,3.738,FM-9.8,49,117.3,0DA51C,2026-04-06,HEV,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00717,PX54,V50D,5.0,8,173.5,400.4,898.1,3.328,FM-3.4,283,113.6,CFF2E4,2024-06-03,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00718,PX57,B18T,1.8,4,133.2,161.4,241.9,3.929,FM-6.3,140,106.4,6284DC,2024-05-09,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00719,PX21,V35H,3.5,6,117.1,324.2,563.4,3.749,FM-9.6,132,117.9,F7657C,2024-08-11,HEV,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00720,PX90,V50D,5.0,8,200.4,418.2,868.9,3.613,FM-12.3,197,113.3,14D37A,2026-01-28,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00721,PX93,B20T,2.0,4,169.2,149.9,303.0,3.927,FM-8.2,188,107.9,7950EC,2024-06-16,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00722,PX52,B18T,1.8,4,102.9,120.5,266.6,3.724,FM-6.5,136,111.4,40E995,2025-07-08,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
CAL-00723,PX22,B18T,1.8,4,171.2,123.0,278.6,3.383,FM-4.2,179,106.3,1EE5C1,2026-04-28,ICE,Cycle-specific CO2 result; apply variant market procedure for certification record,OBD-II/EOBD; WWH-OBD where applicable
